duration,domain_age,updates,update_time,dnssec,registrar,nameservers,rank_score,page_rank,label
26.001368925393567,25.659137577002053,1,0.8240930869267625,-1,0,2,4.28,306178,0
33.998631074606436,30.48870636550308,1,0.5694729637234771,0,0,2,3.66,1532113,0
30.99520876112252,27.581108829568787,2,0.7008898015058179,0,4,4,10.0,4,1
25.998631074606433,24.733744010951405,1,0.2272416153319644,0,0,2,4.09,910126,0
10.001368925393566,9.790554414784394,1,0.8158795345653662,0,0,2,3.73,1456071,0
34.677618069815196,34.286105407255306,1,4.7501711156741955,2,0,2,3.64,1554900,0
30.99520876112252,27.581108829568787,2,0.7008898015058179,0,4,4,10.0,4,1
0.999315537303217,0.1861738535249829,1,0.17796030116358658,0,0,2,-1.0,-1,1
15.000684462696784,14.63107460643395,1,0.7255304585900069,0,0,2,4.04,1053439,0
8.0,7.277207392197125,2,0.057494866529774126,0,5,2,4.51,108018,0
4.0,3.7727583846680357,1,0.7775496235455168,0,0,4,2.71,6795349,0
19.000684462696782,18.340862422997947,1,2.6119096509240247,0,1,2,-1.0,-1,0
10.001368925393566,9.486652977412732,1,1.483915126625599,0,1,4,3.25,2969674,0
-1.0,-1.0,1,0.4353182751540041,-1,0,2,4.23,354291,0
12.999315537303216,12.355920602327172,1,0.4407939767282683,0,0,3,2.34,13338695,0
12.996577686516085,12.320328542094456,2,0.31759069130732376,0,0,4,1.36,61177159,1
28.00273785078713,27.93429158110883,1,3.4387405886379194,0,0,2,4.83,25416,0
30.99520876112252,27.581108829568787,2,0.7008898015058179,0,4,4,10.0,4,1
15.000684462696784,14.863791923340179,1,0.8624229979466119,0,1,2,2.35,13070525,0
16.999315537303218,16.928131416837783,1,0.9691991786447639,0,0,2,3.58,1681565,0
19.000684462696782,18.830937713894592,1,1.0458590006844628,0,1,2,3.54,1748752,0
25.998631074606433,20.65160848733744,1,0.12320328542094455,0,1,2,2.24,16123909,0
21.998631074606433,20.490075290896645,1,2.6009582477754964,0,0,2,4.41,233753,0
29.815195071868583,29.68104038329911,2,1.6591375770020533,0,4,4,3.76,1430661,1
12.996577686516085,12.320328542094456,2,0.31759069130732376,0,0,4,1.36,61177159,1
-1.0,-1.0,-1,-1.0,-1,0,0,-1.0,-1,1
15.069130732375086,14.650239561943874,1,0.5913757700205339,0,1,2,2.56,8719530,0
38.04517453798768,30.33264887063655,-1,-1.0,1,0,2,4.51,125093,0
11.000684462696784,9.831622176591376,1,0.12046543463381246,0,0,2,3.45,1930982,0
22.99794661190965,20.93908281998631,1,0.9965776865160849,0,0,2,1.91,31122600,0
-1.0,-1.0,-1,-1.0,-1,0,0,4.58,67747,0
-1.0,-1.0,1,0.6981519507186859,-1,0,2,4.66,48785,0
20.999315537303218,19.039014373716633,-1,-1.0,0,0,3,2.56,8770168,0
11.000684462696784,10.425735797399042,1,0.3203285420944558,0,0,2,4.22,371146,0
27.99726214921287,27.197809719370294,1,0.1971252566735113,0,1,2,3.13,3508072,0
15.000684462696784,14.622861054072553,1,0.7173169062286106,0,0,4,4.04,1110782,0
20.0,18.27789185489391,1,0.944558521560575,0,0,3,4.22,381471,0
11.000684462696784,9.924709103353868,1,0.0027378507871321013,0,1,2,3.76,1423495,0
22.99794661190965,20.856947296372347,2,1.8699520876112252,0,0,2,2.86,5366030,0
-1.0,-1.0,1,0.4134154688569473,-1,0,4,5.28,6039,1
9.99315537303217,5.702943189596167,-1,-1.0,2,0,2,-1.0,-1,1
-1.0,-1.0,1,0.4134154688569473,-1,0,4,5.28,6039,1
8.999315537303216,7.077344284736482,1,0.1697467488021903,0,0,2,4.17,611596,0
27.000684462696782,25.31416837782341,1,0.30937713894592744,0,1,2,4.4,240026,0
-1.0,-1.0,-1,-1.0,-1,0,0,2.53,9236644,1
19.99726214921287,19.04722792607803,2,0.04654346338124572,0,0,4,5.96,1755,1
9.998631074606434,7.597535934291581,1,0.8980150581793293,-1,0,0,2.11,21043177,1
7.000684462696783,6.896646132785763,2,0.919917864476386,0,0,2,4.17,629070,0
17.998631074606433,17.09514031485284,1,0.09582477754962354,0,0,2,3.45,1925409,0
11.000684462696784,10.171115674195756,1,0.16700889801505817,0,1,2,2.93,4772170,0
-1.0,-1.0,-1,-1.0,-1,0,0,4.2,420241,1
32.0,24.804928131416837,1,1.3990417522245038,0,0,2,4.28,310311,0
0.999315537303217,0.1834360027378508,1,0.15879534565366188,0,0,2,-1.0,-1,1
12.0,11.381245722108146,1,0.4407939767282683,0,1,2,0.69,101406705,0
-1.0,28.70362765229295,-1,-1.0,-1,0,0,3.46,1924890,0
-1.0,-1.0,-1,-1.0,-1,0,0,4.75,34604,0
27.59753593429158,26.858316221765914,1,1.2594113620807665,0,1,2,3.08,3780228,0
2.001368925393566,1.78507871321013,2,0.7611225188227242,0,0,2,-1.0,-1,1
2.001368925393566,1.483915126625599,1,0.3586584531143053,0,0,2,2.49,9941563,0
18.99794661190965,16.1533196440794,1,2.2012320328542097,0,0,3,3.36,2640522,0
18.99794661190965,14.97056810403833,2,0.8843258042436687,0,0,4,1.17,71224615,1
25.9958932238193,25.06776180698152,1,0.06570841889117043,0,0,4,2.11,21152198,0
7.000684462696783,6.52703627652293,1,0.5530458590006845,0,0,2,4.79,30193,0
-1.0,-1.0,1,8.75564681724846,-1,0,4,0.77,96069043,0
-1.0,19.315537303216974,1,0.8213552361396304,-1,1,2,2.93,4709164,0
15.000684462696784,14.127310061601642,1,0.12320328542094455,-1,0,4,3.57,1699185,0
28.999315537303218,24.870636550308006,1,0.4380561259411362,0,0,2,4.16,665800,0
11.000684462696784,10.22861054072553,1,0.31485284052019163,0,0,4,4.32,283892,0
0.999315537303217,0.8952772073921971,1,0.8952772073921971,0,0,2,-1.0,-1,1
10.001368925393566,9.793292265571527,1,0.15058179329226556,-1,0,4,1.76,41417073,0
12.999315537303216,12.88432580424367,1,0.9034907597535934,0,1,2,4.29,299216,0
4.996577686516085,4.829568788501026,2,0.8186173853524983,0,0,2,2.03,25151968,1
8.0,7.5044490075290895,2,0.31759069130732376,1,0,4,4.11,744003,0
21.00205338809035,17.462012320328544,1,2.543463381245722,0,1,2,2.78,6070072,0
-1.0,-1.0,-1,-1.0,-1,0,0,8.7,22,1
29.998631074606433,29.48665297741273,1,0.5667351129363449,0,0,2,3.12,3547495,0
15.000684462696784,13.69199178644764,1,0.7282683093771389,0,0,2,2.66,7350506,0
19.99726214921287,19.04722792607803,2,0.04654346338124572,0,0,4,5.96,1755,1
-1.0,-1.0,-1,-1.0,-1,0,0,2.53,9236644,1
22.001368925393567,21.44284736481862,1,0.47091033538672145,0,0,2,2.16,18824005,0
17.522245037645447,16.709103353867214,1,0.02190280629705681,-1,0,3,5.01,13407,0
25.9958932238193,25.10335386721424,1,0.17248459958932238,0,1,2,4.17,528940,0
22.001368925393567,21.593429158110883,1,0.5913757700205339,0,0,2,0.86,89138938,0
18.99520876112252,17.075975359342916,2,0.07665982203969883,0,0,2,3.42,2006847,0
12.0,11.227926078028748,1,0.30390143737166325,0,0,2,4.3,295119,1
8.0,7.446954140999315,1,1.4483230663928817,0,1,2,1.96,28795534,0
11.000684462696784,5.916495550992471,1,0.7638603696098563,0,0,3,2.26,15388383,1
21.998631074606433,20.2217659137577,1,0.3860369609856263,0,0,5,2.49,9978253,0
28.843258042436688,28.128678986995208,1,0.28199863107460643,0,0,2,4.22,366609,0
19.99726214921287,19.04722792607803,2,0.04654346338124572,0,0,4,5.96,1755,1
-1.0,-1.0,-1,-1.0,-1,0,0,4.4,240569,0
-1.0,-1.0,1,0.4134154688569473,-1,0,4,5.28,6039,1
24.0,23.33744010951403,2,0.487337440109514,0,0,4,2.6,8098118,0
-1.0,-1.0,1,3.0088980150581794,-1,0,2,2.93,4709756,0
25.9958932238193,25.100616016427104,1,2.5763175906913074,0,1,4,5.41,4525,0
27.99726214921287,26.77618069815195,1,2.6064339493497606,0,0,6,3.42,1994062,0
12.999315537303216,12.728268309377139,1,0.7145790554414785,0,5,4,4.22,369171,0
-1.0,-1.0,1,6.743326488706366,-1,0,4,4.11,746938,0
8.999315537303216,8.870636550308008,1,0.8213552361396304,0,0,2,0.47,120713098,0
8.999315537303216,8.136892539356605,1,0.30116358658453113,0,0,2,4.46,206434,0
-1.0,10.403832991101986,-1,-1.0,-1,0,1,1.24,66636228,0
-1.0,-1.0,-1,-1.0,-1,0,0,4.04,1117190,0
-1.0,-1.0,-1,-1.0,-1,0,0,4.72,38580,0
23.000684462696782,22.187542778918548,1,0.06297056810403832,0,0,4,4.38,248659,0
12.999315537303216,13.122518822724162,1,0.04654346338124572,0,0,4,4.2,413630,0
-1.0,-1.0,-1,-1.0,-1,0,0,5.07,10994,0
-1.0,-1.0,-1,-1.0,-1,0,2,2.12,20342894,0
12.0,11.835728952772074,1,0.8323066392881588,0,1,2,2.13,20189305,0
27.000684462696782,23.21423682409309,2,2.7980835044490076,0,0,4,7.68,70,1
15.000684462696784,11.937029431895962,2,0.13415468856947296,-1,4,2,3.48,1863052,1
23.000684462696782,22.89390828199863,1,0.9965776865160849,0,0,2,3.44,1956959,0
30.99520876112252,27.581108829568787,2,0.7008898015058179,0,4,4,10.0,4,1
10.99794661190965,8.854209445585216,1,0.5065023956194388,0,1,4,4.24,341516,0
-1.0,-1.0,1,0.4134154688569473,-1,0,4,5.28,6039,1
13.998631074606434,12.10403832991102,2,0.13415468856947296,-1,4,5,4.68,45860,1
32.17796030116359,27.326488706365502,2,4.188911704312115,1,0,2,2.84,5572840,0
0.999315537303217,0.23545516769336072,1,0.2135523613963039,0,0,2,-1.0,-1,1
29.815195071868583,29.68104038329911,2,1.6591375770020533,0,4,4,3.76,1430661,1
-1.0,-1.0,1,0.6981519507186859,-1,0,3,4.63,53757,0
26.001368925393567,25.16084873374401,1,1.3278576317590691,0,0,2,1.88,33070257,0
-1.0,-1.0,-1,-1.0,-1,0,0,2.53,9236644,1
21.00205338809035,17.815195071868583,1,1.9794661190965093,0,0,2,4.04,1060425,0
10.001368925393566,9.522245037645447,1,1.6865160848733745,0,0,2,1.96,28920193,0
30.99520876112252,27.581108829568787,2,0.7008898015058179,0,4,4,10.0,4,1
20.0,19.41409993155373,1,0.4928131416837782,-1,0,2,4.15,686767,0
24.999315537303218,24.3750855578371,1,0.2518822724161533,0,1,2,4.19,438340,0
35.408624229979466,29.87816563997262,1,1.7193702943189597,1,0,4,3.16,3333616,0
30.99520876112252,30.368240930869266,2,1.1444216290212184,0,4,7,3.84,1383179,0
-1.0,-1.0,1,0.03285420944558522,-1,0,2,4.16,661093,0
8.999315537303216,8.76933607118412,2,0.8323066392881588,0,0,2,4.51,111025,0
8.0,7.60848733744011,1,0.6050650239561944,0,0,7,3.29,2864447,0
38.49418206707735,38.40930869267625,2,0.06297056810403832,0,0,6,7.35,96,1
-1.0,-1.0,-1,-1.0,-1,0,1,4.05,1042525,0
28.0,25.308692676249144,1,0.3531827515400411,0,0,4,3.02,4142233,0
-1.0,-1.0,1,0.2053388090349076,-1,0,2,4.29,298968,0
14.99794661190965,14.102669404517453,1,0.1834360027378508,1,0,2,2.84,5491888,0
30.99520876112252,27.581108829568787,2,0.7008898015058179,0,4,4,10.0,4,1
26.99794661190965,26.039698836413415,1,1.1170431211498972,0,0,6,4.12,736554,0
12.996577686516085,12.498288843258042,2,0.5859000684462696,0,4,4,2.52,9486284,1
30.99520876112252,27.581108829568787,2,0.7008898015058179,0,4,4,10.0,4,1
10.001368925393566,9.486652977412732,1,0.4134154688569473,-1,0,0,1.15,72283555,1
-1.0,-1.0,1,0.4681724845995893,-1,0,3,4.61,61862,0
0.999315537303217,0.2327173169062286,1,0.07392197125256673,0,0,2,-1.0,-1,1
-1.0,-1.0,1,0.4134154688569473,-1,0,4,5.28,6039,1
12.999315537303216,12.180698151950718,2,0.057494866529774126,0,0,2,4.3,293475,0
0.999315537303217,0.1861738535249829,1,0.17522245037645448,0,0,2,-1.0,-1,1
-1.0,-1.0,-1,-1.0,0,0,2,3.31,2788580,0
26.135523613963038,25.61533196440794,1,0.4353182751540041,-1,0,1,0.34,130876779,0
25.242984257357975,22.017796030116358,-1,-1.0,2,0,2,4.2,416258,0
-1.0,-1.0,1,0.12320328542094455,-1,0,2,4.4,239720,0
17.097878165639973,16.629705681040384,1,1.5304585900068446,0,1,2,4.14,700908,0
13.00205338809035,9.738535249828884,1,0.9007529089664613,0,0,4,5.22,7000,1
27.000684462696782,23.21423682409309,2,2.7980835044490076,0,0,4,7.68,70,1
4.999315537303217,4.314852840520191,2,0.4079397672826831,0,0,4,3.16,3331538,1
13.998631074606434,12.933607118412047,1,0.9555099247091033,0,1,4,3.79,1409472,1
0.999315537303217,0.3066392881587953,1,0.2190280629705681,0,0,2,-1.0,-1,1
30.99520876112252,27.581108829568787,2,0.7008898015058179,0,4,4,10.0,4,1
8.999315537303216,8.470910335386721,1,0.5311430527036276,0,0,4,4.82,26485,0
24.996577686516083,24.706365503080082,2,0.7008898015058179,0,4,4,5.05,11585,1
8.0,7.184120465434634,1,0.1861738535249829,0,1,4,2.93,4729387,0
-1.0,-1.0,1,0.038329911019849415,-1,0,2,4.48,190551,0
19.99726214921287,19.04722792607803,2,0.04654346338124572,0,0,4,5.96,1755,1
18.001368925393567,17.634496919917865,1,0.6461327857631759,0,0,2,1.67,44559834,0
-1.0,-1.0,1,0.34770704996577684,-1,0,2,4.44,218727,0
-1.0,-1.0,1,0.6297056810403833,-1,0,3,4.16,674210,0
24.0,23.89869952087611,1,0.33401779603011633,-1,0,4,4.09,820016,0
10.001368925393566,9.834360027378509,1,0.9363449691991786,0,0,2,4.32,283285,0
-1.0,-1.0,1,0.9609856262833676,-1,0,2,4.46,204050,0
21.9958932238193,20.906228610540726,1,0.02190280629705681,-1,0,2,2.91,5005212,0
24.0,23.87953456536619,2,1.8726899383983573,1,0,3,2.74,6508374,0
-1.0,-1.0,-1,-1.0,-1,0,0,3.36,2627630,1
10.001368925393566,9.166324435318275,2,0.16153319644079397,0,0,3,2.65,7502725,0
15.000684462696784,11.937029431895962,2,0.13415468856947296,-1,4,2,3.48,1863052,1
22.8145106091718,21.804243668720055,-1,-1.0,-1,0,3,4.96,16063,0
20.0,19.753593429158112,2,0.7638603696098563,0,0,4,5.41,4531,0
23.000684462696782,22.86652977412731,1,0.8624229979466119,0,1,2,4.28,310885,0
2.001368925393566,1.7056810403832992,1,0.7748117727583846,0,0,2,0.13,138109975,0
22.99794661190965,20.177960301163587,1,0.2518822724161533,-1,0,3,4.22,374481,0
19.99726214921287,19.04722792607803,2,0.04654346338124572,0,0,4,5.96,1755,1
11.000684462696784,10.915811088295689,1,0.9965776865160849,-1,0,2,5.24,6784,1
-1.0,-1.0,-1,-1.0,-1,0,0,1.35,61619043,1
27.000684462696782,25.97946611909651,1,0.4928131416837782,0,0,2,4.1,759548,0
-1.0,-1.0,-1,-1.0,-1,0,0,3.36,2627630,1
10.001368925393566,9.486652977412732,1,0.4134154688569473,-1,0,0,1.15,72283555,1
10.001368925393566,9.412731006160165,2,0.4517453798767967,0,0,4,4.28,304138,0
-1.0,30.286105407255306,2,1.4127310061601643,-1,0,2,4.27,313513,0
20.999315537303218,20.15605749486653,1,0.14784394250513347,0,0,4,4.27,318071,0
30.99520876112252,27.581108829568787,2,0.7008898015058179,0,4,4,10.0,4,1
26.99794661190965,26.406570841889117,1,4.424366872005476,0,0,4,3.75,1438187,0
15.430527036276523,14.781656399726215,1,0.49555099247091033,-1,0,4,5.16,8269,1
-1.0,-1.0,-1,-1.0,-1,0,0,2.53,9236644,1
10.001368925393566,9.500342231348391,1,0.6187542778918549,-1,0,2,2.37,12564233,0
18.001368925393567,17.672826830937716,1,0.5393566050650239,-1,0,2,4.09,864416,0
10.001368925393566,9.486652977412732,1,0.4134154688569473,-1,0,0,1.15,72283555,1
30.99520876112252,27.581108829568787,2,0.7008898015058179,0,4,4,10.0,4,1
-1.0,-1.0,-1,-1.0,-1,0,0,4.21,399359,0
29.998631074606433,24.99110198494182,1,2.3737166324435317,0,0,2,5.47,3976,0
30.99794661190965,27.000684462696782,1,1.6317590691307324,0,0,4,4.81,27113,0
-1.0,-1.0,-1,-1.0,-1,0,0,-1.0,-1,1
12.0,9.045859000684462,1,0.03285420944558522,0,1,2,4.04,1059308,0
26.99794661190965,26.48596851471595,2,0.49828884325804246,0,0,2,4.65,50291,0
28.0,27.808350444900753,1,0.7145790554414785,-1,0,2,3.42,1990341,0
-1.0,-1.0,1,0.4134154688569473,-1,0,4,5.28,6039,1
12.0,6.190280629705681,2,0.09856262833675565,0,4,4,4.36,266390,1
30.99520876112252,27.581108829568787,2,0.7008898015058179,0,4,4,10.0,4,1
-1.0,-1.0,-1,-1.0,-1,0,0,4.2,420241,1
-1.0,-1.0,-1,-1.0,-1,0,0,4.32,284919,0
17.998631074606433,16.97741273100616,1,0.010951403148528405,0,0,2,2.72,6748940,0
12.996577686516085,12.498288843258042,2,0.5859000684462696,0,4,4,2.52,9486284,1
-1.0,-1.0,1,0.9555099247091033,-1,0,4,4.26,323240,0
10.001368925393566,9.486652977412732,1,0.4134154688569473,-1,0,0,1.15,72283555,1
-1.0,-1.0,-1,-1.0,-1,0,0,3.36,2627630,1
28.999315537303218,22.704996577686515,1,0.8596851471594799,0,0,2,2.46,10626072,0
-1.0,30.086242299794662,1,0.6132785763175906,2,0,11,5.43,4309,0
8.999315537303216,8.881587953456537,2,0.17522245037645448,0,0,2,1.85,35930684,0
24.999315537303218,24.205338809034906,1,0.29842573579739906,0,0,4,2.61,7996846,0
19.000684462696782,18.12183436002738,2,0.11772758384668036,0,0,2,3.77,1418957,0
19.000684462696782,17.694729637234772,2,0.2464065708418891,0,0,2,2.32,13987382,0
0.999315537303217,0.919917864476386,-1,-1.0,0,0,2,-1.0,-1,1
28.407939767282684,26.425735797399042,3,0.2245037645448323,-1,0,2,4.24,344913,0
-1.0,-1.0,-1,-1.0,-1,0,0,4.22,370797,1
